year,week,Borough,Housing,Other jurisdiction,Patrol,Transit,18-24,25-44,45-64,65+,<18,Unknown,Female,Male,American indian/alaskan native,Asian / pacific islander,Black,Black hispanic,Other,Unknown.1,White,White hispanic,Domestic,Drug_&_Violence,Noise,Traffic_related,Number_of_persons_injured,Number_of_persons_killed,Backing unsafely,Driver inattention/distraction,Driver inexperience,Failure to yield right-of-way,Fatigued/drowsy,Following too closely,Lost consciousness,Other vehicular,Passing or lane usage improper,Passing too closely,Prescription medication,Traffic control disregarded,Turning improperly,Unsafe lane changing,Unspecified
2016,14,Queens,23,49,1039,51,309,586,187,9,71,0,184,978,4,161,414,49,0,13,168,353,112,0,823,1680,45.0,0.0,16,50,3,28,1,20,0,7,15,12,0,5,5,3,66
2016,15,Queens,21,46,1157,58,363,598,232,10,79,0,249,1033,5,182,534,62,0,11,148,340,150,0,1274,1821,33.0,0.0,23,49,3,22,0,11,0,1,7,16,0,1,4,2,79
2016,16,Queens,33,41,1031,51,317,535,201,10,93,0,210,946,4,131,465,62,0,8,152,334,171,0,1377,1744,50.0,0.0,14,59,4,26,1,16,0,3,11,13,0,4,4,1,69
2016,17,Queens,22,39,935,42,298,485,183,4,68,0,179,859,6,125,395,53,0,13,149,297,115,0,1161,1666,36.0,0.0,15,44,6,17,0,12,1,3,9,5,0,5,5,3,32
2016,18,Queens,29,62,1038,66,340,568,181,11,95,0,225,970,4,183,425,74,0,18,151,340,133,0,1185,1745,104.0,0.0,35,119,8,49,1,37,1,10,17,34,0,16,15,17,89
2016,19,Queens,20,47,1281,61,365,661,249,14,120,0,239,1170,10,206,518,65,0,23,197,390,145,0,1420,1885,145.0,0.0,64,163,10,74,0,51,0,12,16,25,1,20,26,6,119
2016,20,Queens,32,56,1113,74,381,573,227,15,79,0,230,1045,4,182,512,59,0,17,146,355,144,0,1425,1900,162.0,0.0,42,186,14,74,1,37,2,7,23,27,0,11,16,15,99
2016,21,Queens,27,53,1116,63,359,573,225,15,87,0,248,1011,1,208,462,52,0,23,176,337,157,0,1866,1817,148.0,0.0,45,184,10,80,1,37,0,4,20,28,0,17,16,12,120
2016,22,Queens,29,64,1089,60,344,583,224,15,76,0,201,1041,8,204,466,75,0,24,169,296,173,0,1678,1961,147.0,0.0,38,170,11,54,1,51,1,6,19,26,0,20,22,8,110
2016,23,Queens,39,71,1045,58,314,590,222,15,72,0,193,1020,5,154,487,69,0,10,144,344,218,0,1516,1963,149.0,0.0,46,201,7,77,2,36,1,16,18,23,0,18,25,17,110
2016,24,Queens,24,56,1034,35,334,552,189,12,62,0,214,935,11,154,450,51,0,13,153,317,212,0,1926,2052,168.0,1.0,54,180,15,58,1,57,2,12,36,22,0,15,14,12,115
2016,25,Queens,30,76,988,58,298,579,211,14,50,0,221,931,5,162,409,52,0,15,174,335,219,0,1714,2226,144.0,0.0,58,179,12,67,2,44,1,6,17,24,0,23,16,11,142
2016,26,Queens,25,59,1007,46,297,560,203,15,62,0,204,933,6,152,411,55,0,17,136,360,207,0,1823,1924,134.0,0.0,55,183,10,56,0,54,2,9,31,26,0,14,12,8,111
2016,27,Queens,22,66,986,30,306,532,189,19,58,0,212,892,3,181,425,48,0,10,114,323,205,0,1718,1905,118.0,0.0,52,148,11,61,0,45,0,5,20,26,0,13,14,10,95
2016,28,Queens,15,52,984,41,266,570,180,11,65,0,206,886,6,168,435,50,0,6,145,282,156,0,1419,2088,156.0,1.0,50,154,13,56,2,42,1,10,35,21,0,25,20,6,111
2016,29,Queens,23,42,956,32,273,529,198,9,44,0,179,874,7,145,375,51,0,11,140,324,170,0,1289,1961,149.0,0.0,58,179,10,70,1,45,0,10,30,19,0,12,16,15,133
2016,30,Queens,14,44,972,45,301,517,179,13,65,0,187,888,3,173,434,52,0,19,119,275,153,0,986,1986,120.0,0.0,50,180,13,57,1,40,1,10,31,24,0,17,20,6,102
2016,31,Queens,18,34,1004,47,321,536,179,10,57,0,218,885,5,145,419,45,0,4,158,327,176,0,1459,1988,161.0,0.0,61,172,10,68,0,46,2,12,32,19,0,16,18,12,112
2016,32,Queens,24,35,989,45,303,512,210,8,60,0,191,902,5,146,417,63,0,11,140,311,180,0,1059,1928,133.0,0.0,50,168,9,45,0,59,0,6,33,19,0,16,16,10,105
2016,33,Queens,30,58,1010,39,312,593,174,10,48,0,182,955,2,165,427,54,0,13,157,319,189,0,1128,1936,114.0,0.0,43,176,11,73,1,44,1,4,22,16,0,22,17,7,92
2016,34,Queens,22,47,1057,56,352,571,196,9,54,0,199,983,3,167,426,61,0,8,159,358,146,0,1384,1903,110.0,0.0,47,169,6,66,1,50,1,7,23,13,0,13,12,7,115
2016,35,Queens,38,53,883,40,285,468,196,14,51,0,185,829,6,152,410,46,0,9,141,250,186,0,1729,1930,136.0,0.0,53,149,7,64,4,47,1,11,31,24,0,13,18,10,98
2016,36,Queens,18,49,937,26,264,512,192,8,54,0,175,855,4,105,417,49,0,16,118,321,160,0,1643,2070,129.0,1.0,38,191,14,60,0,39,0,8,27,21,0,20,7,2,130
2016,37,Queens,16,57,994,41,310,531,187,18,62,0,186,922,8,161,397,57,0,7,119,359,209,0,1584,2120,162.0,0.0,42,194,7,75,1,55,1,6,32,27,0,16,16,13,123
2016,38,Queens,17,46,961,41,288,479,193,12,93,0,178,887,6,142,417,62,0,13,126,299,229,0,1401,2263,167.0,0.0,48,180,8,64,0,48,1,11,33,22,0,17,22,10,118
2016,39,Queens,14,52,902,52,273,482,168,12,85,0,162,858,6,146,347,50,0,9,142,320,164,0,1178,2177,134.0,0.0,52,170,13,75,0,44,0,9,33,25,1,21,11,13,129
2016,40,Queens,29,40,1097,52,366,572,196,15,69,0,216,1002,4,178,460,56,0,10,160,350,167,0,1313,1966,95.0,0.0,34,175,8,71,0,31,1,11,25,28,0,10,21,8,105
2016,41,Queens,23,49,1069,62,327,575,227,18,56,0,214,989,4,199,428,61,0,16,152,343,152,0,1276,1858,148.0,0.0,44,153,14,83,1,47,0,5,33,27,0,16,23,11,104
2016,42,Queens,20,37,1066,60,311,583,190,8,91,0,211,972,10,187,402,57,0,11,146,370,156,7,1059,2036,134.0,0.0,36,205,8,77,0,37,0,2,31,29,0,16,11,16,113
2016,43,Queens,24,51,1037,74,310,542,213,15,106,0,189,997,2,160,447,61,0,12,137,367,132,7,1041,1967,135.0,0.0,45,187,9,58,0,44,1,10,34,18,0,20,19,12,103
2016,44,Queens,20,54,1057,40,320,539,203,8,101,0,202,969,5,155,446,43,0,14,147,361,116,6,984,2046,142.0,0.0,44,166,5,69,2,41,1,9,25,21,0,15,12,8,118
2016,45,Queens,10,31,797,35,221,421,149,10,72,0,140,733,1,127,322,53,0,14,108,248,117,4,877,2057,117.0,0.0,31,172,9,51,2,44,0,5,28,19,0,17,22,11,98
2016,46,Queens,15,30,1040,44,328,580,156,14,51,0,192,937,7,154,414,64,0,10,142,338,127,7,850,2033,142.0,0.0,29,178,8,76,0,46,0,11,29,20,0,21,17,10,130
2016,47,Queens,15,57,861,46,249,491,176,8,55,0,173,806,2,149,355,43,0,14,113,303,120,7,1046,1943,141.0,0.0,44,174,15,57,0,37,0,10,26,24,0,13,15,15,108
2016,48,Queens,25,52,956,69,260,591,171,8,72,0,191,911,6,154,416,45,0,9,137,335,141,2,827,1868,132.0,0.0,39,167,15,66,0,41,0,9,30,23,0,28,19,16,112
2016,49,Queens,11,42,998,71,285,554,214,7,62,0,189,933,11,176,379,45,0,13,124,374,166,4,807,2011,112.0,0.0,44,164,12,58,1,35,0,4,36,24,0,14,16,16,105
2016,50,Queens,8,40,878,43,281,473,146,14,55,0,164,805,4,151,349,50,0,10,145,260,165,8,797,2057,106.0,0.0,56,150,15,70,1,43,0,10,25,16,0,27,15,15,92
2016,51,Queens,13,31,840,32,256,448,147,4,61,0,159,757,2,115,350,40,0,12,106,291,110,7,880,1974,141.0,0.0,49,205,9,66,2,47,0,6,47,24,0,31,22,10,89
2016,52,Queens,12,30,754,20,227,417,131,14,27,0,141,675,3,113,326,40,0,5,106,223,99,5,651,1625,95.0,0.0,41,125,9,51,0,29,2,5,22,20,0,17,21,9,67
2016,53,Queens,4,15,367,20,106,202,76,5,17,0,60,346,3,66,130,29,0,3,46,129,25,0,543,641,45.0,0.0,17,42,2,17,10,0,5,4,0,0,6,6,5,0,114
2017,1,Queens,15,39,936,42,277,518,165,10,62,0,186,846,6,162,411,55,0,9,120,269,127,7,744,2055,74.0,0.0,30,140,12,45,0,57,0,10,17,13,0,16,18,9,86
2017,2,Queens,14,36,1030,50,281,549,214,17,69,0,183,947,9,176,417,54,0,16,136,322,126,6,763,2049,91.0,0.0,43,136,12,63,0,37,0,3,36,17,0,17,19,7,86
2017,3,Queens,26,27,1081,74,333,586,188,14,87,0,222,986,5,166,433,63,0,12,145,384,106,6,861,2195,96.0,0.0,30,132,12,55,0,41,0,5,37,20,0,20,16,13,58
2017,4,Queens,13,40,1026,58,278,576,201,20,62,0,187,950,5,156,469,47,0,11,147,302,120,8,907,2074,95.0,0.0,42,115,11,73,1,29,0,5,31,21,0,17,23,12,86
2017,5,Queens,12,42,1093,47,294,607,194,11,88,0,210,984,5,182,467,52,0,6,156,326,123,4,829,1971,97.0,0.0,35,162,12,59,0,41,1,11,40,14,0,16,20,14,89
2017,6,Queens,14,54,965,39,281,543,173,13,62,0,192,880,3,126,429,48,0,6,123,337,113,6,795,2036,80.0,0.0,39,120,13,58,2,50,0,10,37,31,0,24,16,9,80
2017,7,Queens,17,51,974,52,248,587,192,8,59,0,198,896,9,144,399,44,0,8,162,328,126,7,802,2063,119.0,0.0,41,128,13,72,0,44,0,8,35,34,0,26,18,8,86
2017,8,Queens,21,57,960,44,281,548,187,11,55,0,164,918,6,148,416,45,0,18,111,338,128,9,874,1897,110.0,0.0,40,144,13,51,0,37,1,8,28,16,0,16,13,12,58
2017,9,Queens,19,58,1015,69,276,621,183,14,67,0,166,995,6,179,429,42,0,11,161,333,110,10,754,2022,105.0,1.0,30,198,17,60,0,40,0,6,37,26,0,16,13,13,88
2017,10,Queens,17,67,1168,48,353,625,216,13,93,0,175,1125,2,253,432,35,0,14,178,386,118,7,684,2108,124.0,0.0,52,147,5,65,2,45,0,11,24,29,0,30,23,12,87
2017,11,Queens,20,56,766,53,248,424,156,6,61,0,151,744,3,112,351,40,0,10,127,252,127,7,813,2573,79.0,0.0,53,166,14,61,0,41,0,9,35,26,1,14,16,10,88
2017,12,Queens,15,76,1036,38,287,584,207,8,79,0,204,961,3,147,442,50,0,13,149,361,130,7,819,2226,96.0,0.0,42,168,10,60,3,50,0,9,38,34,0,19,9,14,80
2017,13,Queens,15,89,976,29,288,531,207,14,69,0,174,935,5,142,414,60,0,15,144,329,130,8,843,2165,102.0,0.0,43,157,14,59,1,48,2,14,30,16,0,19,20,12,81
2017,14,Queens,28,71,1126,40,328,615,224,9,89,0,183,1082,28,147,434,62,0,11,174,409,146,10,991,1927,108.0,0.0,58,154,12,63,0,24,0,9,29,26,0,27,17,10,79
2017,15,Queens,23,73,1051,42,316,583,203,10,77,0,174,1015,7,163,430,39,0,4,187,359,164,5,1340,1862,103.0,0.0,51,155,8,52,1,37,0,5,26,16,0,18,15,7,66
2017,16,Queens,24,64,1074,42,325,603,212,10,54,0,202,1002,6,162,440,48,0,11,185,352,166,8,1182,2046,82.0,0.0,39,148,12,63,3,46,1,6,23,24,0,15,16,11,75
2017,17,Queens,21,52,963,30,281,573,141,11,60,0,181,885,10,116,437,62,0,11,127,303,132,11,1621,2121,117.0,0.0,44,157,18,55,1,43,0,3,37,20,0,17,25,18,97
2017,18,Queens,21,50,999,48,267,587,187,5,72,0,160,958,6,161,393,59,0,21,150,328,155,12,1238,2281,137.0,0.0,57,179,10,71,0,48,1,9,27,32,0,18,22,10,97
2017,19,Queens,15,71,1023,38,283,559,218,9,78,0,199,948,6,172,420,52,0,14,137,346,163,10,1201,2328,137.0,0.0,48,168,10,49,3,40,2,12,31,29,0,39,27,11,95
2017,20,Queens,17,60,1007,34,276,558,188,21,75,0,216,902,4,168,407,50,0,8,154,327,202,14,1570,2401,151.0,1.0,50,197,8,79,1,51,1,11,40,27,0,32,19,19,101
2017,21,Queens,8,77,925,31,265,488,196,12,80,0,187,854,1,135,407,49,0,7,143,299,245,14,2026,2242,140.0,0.0,53,150,10,67,1,48,0,5,23,32,0,23,18,16,98
2017,22,Queens,25,50,918,28,263,522,164,11,61,0,175,846,2,152,389,57,0,7,152,262,228,15,2134,2317,161.0,0.0,44,163,11,71,2,48,1,8,27,28,0,18,24,14,87
2017,23,Queens,13,74,929,28,277,500,182,16,69,0,188,856,4,150,424,51,0,8,123,284,248,10,1919,2461,141.0,0.0,49,176,11,80,0,39,0,22,38,27,0,14,17,13,97
2017,24,Queens,15,71,940,43,261,547,187,5,69,0,209,860,5,150,416,44,0,11,153,290,277,10,1849,2524,142.0,0.0,62,164,16,79,0,50,2,14,23,31,0,24,15,17,98
2017,25,Queens,10,34,959,23,237,523,209,5,52,0,184,842,6,143,401,44,0,12,141,279,195,14,1661,2649,168.0,0.0,70,211,13,83,2,67,2,19,31,32,0,24,29,11,123
2017,26,Queens,22,36,936,35,248,546,151,8,76,0,183,846,5,150,396,70,0,7,118,283,168,14,1899,2336,161.0,0.0,52,177,12,63,0,42,2,10,40,22,0,20,24,14,101
2017,27,Queens,14,44,924,30,234,525,179,13,61,0,196,816,4,172,378,52,0,14,103,289,165,8,2319,2182,124.0,0.0,59,161,12,72,0,52,0,11,15,25,0,20,25,8,90
2017,28,Queens,20,31,920,29,280,479,172,9,60,0,167,833,4,134,389,51,0,7,115,300,187,14,1396,2477,103.0,0.0,52,184,10,56,0,47,1,12,35,28,0,24,18,14,107
2017,29,Queens,9,42,1027,36,295,537,196,17,69,0,185,929,11,131,439,65,0,4,145,319,186,20,1190,2493,119.0,0.0,52,162,16,68,0,46,0,10,33,27,0,21,23,11,117
2017,30,Queens,24,41,920,46,239,543,175,14,60,0,180,851,3,131,408,51,0,10,123,305,265,9,1868,2403,147.0,0.0,37,156,8,67,0,46,1,12,33,28,0,17,16,12,97
2017,31,Queens,14,51,986,26,250,557,197,17,56,0,185,892,1,135,438,38,0,10,149,306,187,4,1571,2335,136.0,0.0,54,186,13,58,0,58,0,12,28,33,0,18,8,17,99
2017,32,Queens,10,41,993,27,264,519,186,13,89,0,196,875,6,169,416,51,0,5,114,310,140,8,1594,2250,127.0,0.0,55,179,11,60,0,60,0,9,30,31,0,11,30,5,73
2017,33,Queens,11,39,908,37,270,475,187,12,51,0,202,793,4,131,366,42,0,7,127,318,203,5,1564,2382,109.0,0.0,51,143,3,52,0,42,0,10,21,30,0,16,16,10,84
2017,34,Queens,15,34,901,28,271,481,165,14,47,0,186,792,5,144,378,38,0,15,122,276,198,8,1867,2210,116.0,0.0,42,138,6,50,2,32,1,13,20,35,0,18,19,12,79
2017,35,Queens,8,30,859,34,233,463,179,16,40,0,144,787,9,107,356,48,0,8,137,266,155,6,1782,2113,117.0,0.0,39,140,11,44,0,52,0,10,26,27,0,16,11,6,76
2017,36,Queens,17,37,861,31,236,462,179,14,55,0,163,783,1,117,357,55,0,9,123,284,213,8,2186,2360,127.0,0.0,47,164,7,43,0,38,0,6,31,30,0,14,12,9,86
2017,37,Queens,28,38,894,35,272,493,167,14,49,0,169,826,6,138,363,77,0,10,130,271,185,10,1644,2524,111.0,0.0,47,162,7,45,1,53,1,12,33,35,0,23,21,12,94
2017,38,Queens,19,42,847,46,280,454,146,13,61,0,165,789,3,125,395,53,0,4,97,277,158,13,1568,2404,111.0,0.0,41,140,8,41,1,45,0,10,26,20,0,11,23,7,95
2017,39,Queens,19,61,866,33,249,494,176,6,54,0,164,815,2,148,376,49,0,8,116,280,217,14,1602,2510,109.0,0.0,42,164,8,66,2,42,0,14,27,26,0,14,18,12,103
2017,40,Queens,19,48,982,43,274,550,178,14,76,0,186,906,8,127,405,70,0,18,156,308,186,11,1370,2421,118.0,0.0,51,139,7,62,0,37,0,7,32,32,0,13,19,10,94
2017,41,Queens,21,57,980,46,322,537,179,10,56,0,173,931,6,170,374,58,0,17,145,334,191,9,1365,2418,101.0,0.0,34,150,9,56,2,41,0,8,22,23,1,11,17,6,85
2017,42,Queens,28,47,922,36,252,543,168,16,54,0,176,857,3,147,407,51,0,6,121,298,194,7,1424,2391,129.0,1.0,41,206,14,57,0,46,0,4,22,33,0,14,16,15,92
2017,43,Queens,20,54,977,42,267,562,177,11,76,0,184,909,3,120,449,60,0,12,130,319,204,6,1432,2475,74.0,0.0,34,122,10,56,1,52,0,4,22,24,0,18,15,16,83
2017,44,Queens,5,59,953,23,288,511,180,19,42,0,156,884,4,152,408,60,0,19,118,279,207,10,1081,2405,89.0,1.0,35,140,11,60,0,46,1,4,23,34,0,15,15,12,80
2017,45,Queens,25,55,913,38,249,534,185,20,43,0,150,881,1,114,409,55,0,12,135,305,166,9,841,2211,106.0,0.0,56,168,8,61,0,40,0,17,30,33,0,18,17,12,97
2017,46,Queens,24,41,1027,38,289,565,174,20,82,0,184,946,0,137,459,60,0,8,131,335,185,12,832,2377,154.0,0.0,40,194,15,70,1,59,0,8,36,42,0,22,20,21,102
2017,47,Queens,8,30,851,25,247,423,159,13,72,0,128,786,5,104,363,42,0,13,107,280,140,6,965,2232,109.0,0.0,46,173,6,53,2,39,0,8,33,31,0,14,17,13,102
2017,48,Queens,17,50,939,28,244,550,187,6,47,0,153,881,13,119,430,39,0,10,103,320,131,6,897,2255,97.0,0.0,40,178,9,58,2,37,0,14,28,25,0,11,15,15,106
2017,49,Queens,8,30,966,32,250,557,163,11,55,0,176,860,2,140,399,53,0,12,157,273,127,8,869,2275,141.0,0.0,40,148,5,90,0,50,1,10,29,35,0,13,12,18,97
2017,50,Queens,9,39,843,27,243,454,159,8,54,0,152,766,7,115,363,47,0,8,102,276,157,7,863,2200,138.0,0.0,52,191,10,63,1,59,0,13,39,31,0,28,21,23,120
2017,51,Queens,8,47,769,31,188,434,172,12,49,0,151,704,3,105,331,55,0,7,113,241,135,8,918,2273,122.0,0.0,41,189,11,82,0,43,1,11,41,31,0,25,18,12,98
2017,52,Queens,22,43,764,17,208,445,152,15,26,0,138,708,4,109,334,38,0,6,100,255,170,9,1333,2256,106.0,0.0,36,146,11,64,0,48,0,8,28,16,0,25,18,6,109
2018,1,Queens,13,31,738,11,172,449,129,12,31,0,139,654,4,109,329,48,0,4,87,212,191,7,1131,2471,87.0,0.0,54,149,8,59,0,45,1,12,26,32,0,19,18,14,101
2018,2,Queens,19,44,943,30,246,567,149,6,68,0,176,860,2,125,452,47,0,6,105,299,115,5,737,2442,130.0,0.0,56,185,7,68,0,67,0,16,34,36,0,19,14,8,89
2018,3,Queens,18,38,1048,35,273,597,197,15,57,0,186,953,11,161,431,55,0,7,137,337,123,6,859,2081,89.0,1.0,58,168,8,64,1,40,0,9,27,21,0,11,10,14,75
2018,4,Queens,15,51,965,46,270,528,202,12,65,0,162,915,4,151,425,66,0,5,121,305,120,8,817,2322,97.0,0.0,33,169,8,53,0,44,1,17,30,26,1,17,18,18,65
2018,5,Queens,14,45,981,28,266,579,164,12,47,0,150,918,4,135,387,74,0,11,169,288,136,7,762,2252,102.0,0.0,43,162,7,56,0,52,1,20,29,33,0,15,20,10,64
2018,6,Queens,15,62,938,23,235,531,182,23,67,0,174,864,9,153,387,51,0,8,120,310,116,7,844,2129,83.0,0.0,49,178,10,63,0,51,0,6,37,24,0,12,20,14,69
2018,7,Queens,8,47,946,29,268,510,181,11,60,0,158,872,1,140,435,52,0,9,113,280,131,10,811,1985,89.0,1.0,44,168,3,51,0,49,1,10,18,24,0,18,19,11,92
2018,8,Queens,12,70,898,32,236,513,211,12,40,0,184,828,3,161,383,36,0,2,117,310,125,8,943,1990,101.0,0.0,44,160,6,53,0,41,0,8,28,30,0,20,16,6,76
2018,9,Queens,5,72,854,22,249,470,188,6,40,0,162,791,7,114,381,45,0,7,113,286,117,9,809,2240,116.0,1.0,49,164,3,52,0,49,2,12,36,24,0,19,17,12,102
2018,10,Queens,12,69,1019,22,241,639,191,9,42,0,198,924,7,126,341,44,0,12,239,353,111,6,783,2136,110.0,0.0,37,181,5,70,0,45,0,11,37,24,1,8,22,15,97
2018,11,Queens,9,61,957,20,250,509,193,17,78,0,181,866,9,135,395,52,0,16,131,309,110,13,815,2282,121.0,0.0,53,184,13,62,0,57,1,11,29,21,0,14,20,10,99
2018,12,Queens,20,44,859,24,195,519,167,13,53,0,164,783,3,121,372,41,0,6,117,287,114,6,978,2155,128.0,0.0,63,160,15,59,1,53,1,9,38,26,0,25,13,9,87
2018,13,Queens,12,55,843,29,215,497,140,16,71,0,165,774,7,129,354,51,0,10,101,287,105,6,954,2241,136.0,1.0,50,177,18,66,3,31,0,9,39,32,0,12,12,15,70
2018,14,Queens,11,66,892,20,248,498,164,17,62,0,173,816,3,177,370,61,0,12,119,247,115,15,1078,2070,82.0,0.0,53,145,7,55,1,31,0,9,28,30,0,20,13,7,57
2018,15,Queens,16,60,938,13,286,492,165,12,72,0,161,866,4,155,377,49,0,11,128,303,159,11,1186,2361,144.0,0.0,44,186,7,63,0,35,0,6,44,37,0,24,17,15,76
2018,16,Queens,21,69,903,21,232,518,179,13,72,0,168,846,4,156,361,53,0,9,132,299,116,10,1192,2240,142.0,0.0,51,196,9,77,1,47,0,11,39,28,0,17,20,16,97
2018,17,Queens,14,80,919,35,256,528,189,15,60,0,160,888,5,146,386,45,0,9,118,339,164,10,1328,2413,129.0,0.0,40,183,8,63,0,58,0,9,44,31,0,10,23,14,90
2018,18,Queens,6,47,988,29,263,533,206,11,57,0,184,886,6,159,391,60,0,6,134,314,174,11,1591,2391,120.0,0.0,49,204,7,53,1,47,1,8,36,34,0,16,22,16,80
2018,19,Queens,9,56,928,22,232,516,190,14,63,0,176,839,2,179,370,47,0,9,127,281,171,8,1532,2529,146.0,0.0,47,185,10,86,0,67,2,17,24,33,0,21,19,20,70
2018,20,Queens,9,58,873,20,225,518,161,12,44,0,164,796,5,146,340,67,0,5,101,296,169,10,1526,2634,149.0,0.0,46,185,8,80,0,56,0,13,27,31,0,25,22,14,86
2018,21,Queens,11,53,901,26,197,550,170,12,62,0,183,808,8,139,368,48,0,5,112,311,168,8,1905,2429,146.0,0.0,49,204,9,83,0,54,0,14,39,27,0,15,24,16,100
2018,22,Queens,10,50,844,24,201,481,177,14,55,0,178,750,1,133,399,49,0,6,117,223,168,16,1843,2571,165.0,0.0,47,206,12,86,0,45,0,9,27,26,0,16,28,8,99
2018,23,Queens,6,51,844,11,183,499,174,14,42,0,159,753,3,110,356,58,0,8,101,276,180,7,1870,2698,150.0,0.0,54,189,13,70,1,64,0,7,30,24,0,22,18,11,102
2018,24,Queens,15,81,788,26,223,430,170,21,66,0,158,752,2,119,392,53,0,6,89,249,150,6,2284,2637,153.0,1.0,60,190,17,82,2,72,2,12,35,25,0,18,23,15,87
2018,25,Queens,19,68,948,22,233,568,188,16,52,0,167,890,5,149,435,59,0,10,134,265,176,9,1831,2897,139.0,0.0,60,233,11,75,1,54,0,17,41,23,0,8,22,14,78
2018,26,Queens,13,64,729,13,200,409,163,13,34,0,158,661,8,114,305,45,0,6,99,242,183,10,1516,2680,159.0,0.0,49,177,11,69,2,58,0,10,25,32,0,20,22,11,76
2018,27,Queens,11,61,858,9,212,478,182,18,49,0,179,760,5,119,379,42,0,10,101,283,156,9,2297,2343,159.0,0.0,62,210,7,65,0,49,1,17,32,38,0,19,16,9,75
2018,28,Queens,11,62,959,15,251,534,186,22,54,0,182,865,13,138,390,64,0,6,158,278,162,4,1554,2559,160.0,0.0,58,206,10,80,1,56,0,15,24,29,0,16,17,12,97
2018,29,Queens,17,60,890,19,197,541,194,14,40,0,173,813,3,121,353,59,0,9,115,326,157,7,1336,2512,156.0,1.0,57,206,15,70,0,50,0,13,29,25,0,15,20,18,99
2018,30,Queens,11,59,854,17,181,502,187,18,53,0,171,770,5,149,312,60,0,4,136,275,159,17,1417,2432,125.0,0.0,50,204,14,69,1,46,0,12,35,28,0,13,15,9,71
2018,31,Queens,17,82,869,15,233,491,174,21,64,0,158,825,6,114,397,50,0,6,97,313,175,5,1330,2614,171.0,1.0,55,189,15,81,0,42,0,10,27,23,0,9,21,15,82
2018,32,Queens,5,75,897,11,213,511,193,19,52,0,186,802,2,158,410,42,0,6,109,261,162,10,1169,2585,113.0,0.0,62,192,7,74,0,42,0,14,22,35,0,17,14,16,69
2018,33,Queens,20,66,855,17,201,522,185,14,36,0,150,808,6,145,368,46,0,8,99,286,179,8,1269,2598,152.0,0.0,56,184,3,76,0,47,0,11,31,31,0,15,21,14,70
2018,34,Queens,15,59,839,23,208,457,205,18,48,0,165,771,4,132,360,55,0,2,113,270,184,4,2001,2466,122.0,0.0,39,178,10,59,1,41,0,8,27,28,0,9,20,9,68
2018,35,Queens,15,76,800,17,204,480,173,14,37,0,162,746,4,138,340,41,0,7,103,275,176,9,1701,2495,105.0,0.0,47,194,13,66,1,44,0,9,34,33,0,16,16,14,86
2018,36,Queens,14,66,840,9,190,505,191,20,23,0,160,769,6,143,351,49,0,4,119,257,167,7,1534,2750,159.0,0.0,54,205,16,63,0,54,0,9,36,40,0,17,17,18,90
2018,37,Queens,14,74,856,21,201,506,213,14,31,0,156,809,3,134,352,63,0,8,113,292,154,5,1888,2666,122.0,0.0,58,208,11,79,0,50,0,12,33,31,0,13,19,12,85
2018,38,Queens,10,64,952,10,215,562,194,14,51,0,176,860,7,153,468,45,0,9,109,245,147,10,2001,2648,127.0,0.0,39,195,5,72,0,47,0,9,28,31,0,11,24,13,86
2018,39,Queens,11,68,654,17,186,397,118,16,33,0,131,619,7,95,285,35,0,8,72,248,166,4,1800,2411,135.0,0.0,53,208,7,65,1,46,0,11,27,34,0,14,22,14,102
2018,40,Queens,20,69,762,9,177,470,161,19,33,0,147,713,6,132,317,52,0,4,111,238,175,8,1813,2611,153.0,0.0,61,211,13,65,2,50,1,13,44,25,0,14,19,13,93
2018,41,Queens,15,75,827,13,195,491,183,18,43,0,170,760,4,132,330,50,0,17,106,291,139,12,1512,2547,133.0,0.0,39,196,16,62,1,59,1,11,33,35,0,24,13,9,73
2018,42,Queens,7,63,771,22,173,493,147,16,34,0,138,725,4,110,323,53,0,5,101,267,130,4,1201,2312,151.0,0.0,42,201,6,78,2,52,1,16,37,26,0,15,20,13,92
2018,43,Queens,7,72,770,12,185,438,180,16,42,0,144,717,7,132,323,40,0,7,99,253,115,5,1195,2384,166.0,0.0,44,246,16,73,2,39,0,17,29,29,0,12,26,25,83
2018,44,Queens,12,72,797,11,204,496,131,11,50,0,157,735,4,126,364,32,0,11,92,263,131,12,1442,2582,143.0,0.0,59,207,9,74,0,47,0,11,25,24,0,19,20,13,98
2018,45,Queens,13,77,786,22,195,495,158,21,29,0,156,742,7,125,356,43,0,6,108,253,109,6,1120,2471,140.0,1.0,58,171,8,81,1,38,2,12,40,24,0,19,16,14,80
2018,46,Queens,14,57,814,12,175,488,183,10,41,0,147,750,5,108,334,49,0,35,112,254,129,2,836,2342,133.0,0.0,51,186,10,84,0,62,0,17,32,27,0,14,22,8,106
2018,47,Queens,5,53,641,25,147,410,124,8,35,0,132,592,4,79,305,32,0,8,89,207,115,4,981,2215,135.0,1.0,38,205,11,55,2,43,1,14,17,20,0,20,15,6,79
2018,48,Queens,15,65,833,28,201,512,166,11,51,0,158,783,5,111,366,47,0,9,116,287,93,8,957,2557,128.0,0.0,42,201,9,66,1,50,1,12,28,32,0,18,10,13,74
2018,49,Queens,22,49,847,10,189,525,168,13,33,0,175,753,6,124,382,43,0,10,122,241,125,2,1019,2481,139.0,0.0,48,211,5,76,1,48,1,12,34,37,0,25,13,20,94
